11,645000
11,063750
10,511562
9,986984
9,488635
9,014203
8,564493
8,137269
7,731405
7,345835
6,977543
6,627666
6,295283
5,979519
5,679543
5,394565
5,123837
4,866645
4,622313
4,390197
4,171688
3,963103
3,765948
3,577651
3,399768
3,229780
3,069291
2,915826
2,771035
2,632483
2,500859
2,375816
2,257025
2,144174
2,035965
1,934167
1,837459
1,745586
1,658306
1,574391
1,495672
1,420888
1,350844
1,283301
1,219136
1,158180
1,100271
1,045257
0,992994
0,943344
0,895177
0,849418
0,805947
0,764650
0,725418
0,688147
0,653739
0,620052
0,588050
0,557647
0,528765
0,502327
0,477210
0,452350
0,429732
0,407246
0,386883
0,367539
0,348162
0,330754
0,313216
0,296556
0,280728
0,265691
0,251407
0,237837
0,224945
0,212697
0,201063
0,191009
0,180459
0,171436
0,162864
0,154721
0,146985
0,139636
0,132654
0,126021
0,118720
0,112784
0,107145
0,101788
0,096698
0,091863
0,087270
0,081907
0,077811
0,073921
0,070225
0,066714
0,064378
0,062159
0,059051
0,057098
0,055244
0,053481
0,051807
0,050217
0,048706
0,047271
0,043907
0,041712
0,039626
0,037645
0,035763
0,032975
0,031326
0,029760
0,028272
0,026858
0,026515
0,026189
0,025880
0,025586
0,025307
0,025041
0,025789
0,025500
0,025225
0,024964
0,023715
0,022530
0,021403
0,021333
0,020266
0,019253
0,018290
0,017376
0,016507
0,015682
0,015898
0,015103
0,014348
0,013630
0,012949
0,013301
0,012636
0,012004
0,011404
0,010834
0,009292
0,007828
0,006436
0,005114
0,004859
0,003616
0,002435
0,001313
0,000248
-0,000765
0,000273
0,001260
0,002197
0,003087
0,003933
0,004736
0,005499
0,006224
0,006913
0,007567
0,006189
0,004880
0,003636
0,001454
0,000381
-0,000638
-0,001606
-0,003526
-0,004349
-0,005132
-0,004875
-0,004632
-0,004400
-0,004180
-0,003971
-0,003772
-0,003584
-0,003405
-0,003234
-0,003073
-0,002919
-0,003773
-0,003584
-0,003405
-0,003235
-0,004073
-0,003870
-0,003676
-0,004492
-0,004268
-0,004054
-0,003852
-0,004659
-0,004426
-0,004205
-0,003995
-0,003795
-0,003605
-0,004425
-0,004204
-0,003993
-0,004794
-0,005554
-0,005276
-0,006013
-0,005712
-0,006426
-0,007105
-0,006750
-0,007412
-0,006042
-0,004740
-0,003503
-0,003327
-0,002161
-0,001053
-0,000000
0,001000
0,000950
0,001902
0,001807
0,000717
0,000681
-0,000353
-0,000335
-0,001319
-0,002253
-0,002140
-0,003033
-0,002881
-0,002737
-0,002601
-0,001471
-0,001397
-0,000327
-0,000311
-0,000295
0,000720
0,000684
0,000649
0,000617
0,001586
0,001507
0,001431
0,001360
0,001292
0,001227
0,001166
0,002108
0,002002
0,001902
0,002807
0,003667
0,004483
0,004259
0,005046
0,005794
0,005504
0,006229
0,006918
0,006572
0,006243
0,004931
0,004684
0,004450
0,004228
0,004016
0,003815
0,003625
0,003443
0,004271
0,005058
0,005805
0,007515
0,008139
0,008732
0,009295
0,010831
0,011289
0,011725
0,011138
0,009581
0,009102
0,007647
0,007265
0,005902
0,005607
0,005326
0,004060
0,003857
0,003664
0,004481
0,004257
0,005044
0,004792
0,004552
0,005325
0,005058
0,005805
0,005515
0,004239
0,004027
0,002826
0,001685
0,000601
-0,000430
-0,001408
-0,001338
-0,002271
-0,003157
-0,002999
-0,002849
-0,001707
-0,001622
-0,001540
-0,001463
-0,001390
-0,000321
-0,000305
-0,000289
-0,001275
-0,002211
-0,003101
-0,003946
-0,004748
-0,005511
-0,006235
-0,006924
-0,007577
-0,007199
-0,006839
-0,005497
-0,004222
-0,003011
-0,002860
-0,001717
-0,000631
0,000400
0,000380
0,001361
0,001293
0,001228
0,001167
0,001109
0,001053
0,001001
-0,000049
-0,000047
-0,000045
-0,000042
0,000960
0,002912
0,003766
0,004578
0,005349
0,006082
0,007777
0,008389
0,008969
0,009521
0,008045
0,006642
0,005310
0,004045
0,001843
0,000750
-0,000287
-0,001273
-0,002209
-0,004099
-0,002894
-0,001749
-0,000662
0,000371
0,001353
0,002285
0,003171
0,004012
0,003812
0,004621
0,004390
0,003171
0,002012
0,001912
0,000816
-0,000225
-0,000214
-0,001203
-0,002143
-0,002036
-0,001934
-0,000837
-0,000795
-0,000756
0,000282
0,000268
0,001255
0,001192
0,001132
0,002076
0,000972
0,000923
-0,000123
-0,000117
-0,001111
-0,001055
-0,002003
-0,001902
-0,002807
-0,002667
-0,001534
-0,000457
0,001566
0,002488
0,003363
0,005195
0,005935
0,006639
0,008307
0,008891
0,007447
0,006074
0,005771
0,004482
0,003258
0,002095
0,001990
0,000891
-0,000154
-0,001146
-0,000089
0,000916
0,001870
0,002776
0,003638
0,004456
0,005233
0,005971
0,006673
0,007339
0,006972
0,005624
0,005342
0,005075
0,003821
0,003630
0,002449
0,002326
0,002210
0,001100
0,001045
0,001992
0,001893
0,001798
0,001708
0,001623
0,002542
0,002415
0,002294
0,002179
0,001070
0,000017
-0,000984
-0,001935
-0,003838
-0,004646
-0,005414
-0,006143
-0,006836
-0,007494
-0,007120
-0,006764
-0,006425
-0,006104
-0,005799
-0,005509
-0,004234
-0,004022
-0,003821
-0,003630
-0,004448
-0,005226
-0,005965
-0,006666
-0,007333
-0,007966
-0,008568
-0,009140
-0,009683
-0,010199
-0,008689
-0,008254
-0,006841
-0,005499
-0,005224
-0,003963
-0,003765
-0,002577
-0,002448
-0,001326
-0,001259
-0,000196
-0,000186
-0,000177
0,000832
0,000790
0,000751
0,001713
0,001627
0,001546
0,002469
0,003345
0,004178
0,004969
0,005721
0,006435
0,007113
0,007757
0,008369
0,009951
0,009453
0,008981
0,009532
0,009055
0,008602
0,009172
0,008714
